aerolinea,codigo_vuelo,origen,destino,distancia,salida,duracion,retraso
MQ,MQ3167,SFO,SNA,372,1649,83,17
MQ,MQ3174,SNA,SJC,342,1837,71,8
MQ,MQ3179,SJC,SAN,417,1829,86,15
MQ,MQ3184,SNA,SFO,372,1713,71,-1
MQ,MQ3203,DFW,TYR,103,2046,46,3
MQ,MQ3209,DFW,AEX,285,1306,86,7
MQ,MQ3215,DFW,ABI,158,1630,49,9
MQ,MQ3222,LAW,DFW,140,1832,58,15
MQ,MQ3224,GGG,DFW,140,1136,56,62
MQ,MQ3225,DFW,LFT,351,1332,98,5
MQ,MQ3227,DFW,LAW,140,1656,78,41
MQ,MQ3239,DFW,ABI,158,1300,57,7
MQ,MQ3244,LFT,DFW,351,1540,136,26
MQ,MQ3248,ACT,DFW,89,1644,54,28
MQ,MQ3249,DFW,ACT,89,1543,43,38
MQ,MQ3250,SJT,DFW,228,1216,74,25
MQ,MQ3251,DFW,SJT,228,1048,79,42
MQ,MQ3252,TXK,DFW,181,1404,72,36
MQ,MQ3253,DFW,TXK,181,1251,67,58
MQ,MQ3255,DFW,GGG,140,1035,51,81
MQ,MQ3258,ACT,DFW,89,1517,56,13
MQ,MQ3261,DFW,SPS,113,1431,98,62
MQ,MQ3262,SPS,DFW,113,1625,54,49
MQ,MQ3271,DFW,SPS,113,807,63,26
MQ,MQ3279,DFW,CLL,164,1702,55,-5
MQ,MQ3287,DFW,CLL,164,1311,54,-5
MQ,MQ3293,DFW,LFT,351,1639,85,1
MQ,MQ3305,DFW,ACT,89,2136,41,20
MQ,MQ3309,DFW,LAW,140,1009,65,52
MQ,MQ3310,LAW,DFW,140,1128,57,40
MQ,MQ3339,DFW,TYR,103,1059,49,5
MQ,MQ3341,DFW,MLU,293,907,86,25
MQ,MQ3351,MCI,DAL,461,1928,76,4
MQ,MQ3356,VPS,DFW,626,1330,143,23
MQ,MQ3357,DFW,VPS,626,1127,102,24
MQ,MQ3360,PIT,DFW,1068,1518,180,53
MQ,MQ3361,DFW,PIT,1068,1118,140,53
MQ,MQ3363,DFW,LRD,394,2120,86,36
MQ,MQ3364,DAL,MCI,461,1052,92,19
MQ,MQ3370,FSM,DFW,228,1024,54,8
MQ,MQ3371,DFW,CVG,812,2005,133,18
MQ,MQ3374,DAL,MCI,461,1729,94,28
MQ,MQ3375,DAL,AUS,189,1620,47,2
MQ,MQ3381,DFW,SGF,364,1100,74,19
MQ,MQ3382,SGF,DFW,364,1238,78,16
MQ,MQ3383,DFW,GPT,500,1429,77,6
MQ,MQ3386,MSN,DFW,821,743,154,67
MQ,MQ3389,DFW,AMA,313,824,71,15
MQ,MQ3404,BTR,DFW,383,1605,90,20
MQ,MQ3405,DFW,BTR,383,1416,77,8
MQ,MQ3406,LBB,DFW,282,1403,59,2
MQ,MQ3407,DFW,LBB,282,1231,66,7
MQ,MQ3415,DFW,GRK,134,2047,43,5
MQ,MQ3416,SJT,DFW,228,1010,50,35
MQ,MQ3417,DFW,SJT,228,846,54,40
MQ,MQ3420,GRK,DFW,134,1312,44,31
MQ,MQ3421,DFW,GRK,134,1154,56,40
MQ,MQ3422,MCI,DAL,461,1600,79,-1
MQ,MQ3423,DFW,CLE,1021,1010,141,86
MQ,MQ3424,MOB,DFW,540,652,107,29
MQ,MQ3428,MAF,DFW,309,1925,59,9
MQ,MQ3429,DFW,MAF,309,1800,69,24
MQ,MQ3440,SJT,DFW,228,716,51,-3
MQ,MQ3441,DAL,MCI,461,2058,92,35
MQ,MQ3446,MCI,DAL,461,1247,80,2
MQ,MQ3447,DFW,ABI,158,2113,42,15
MQ,MQ3451,DFW,CMI,693,1852,125,22
MQ,MQ3455,DFW,AMA,313,1456,65,26
MQ,MQ3459,DFW,VPS,626,901,116,22
MQ,MQ3464,LRD,DFW,394,756,77,8
MQ,MQ3468,XNA,DFW,281,550,76,16
MQ,MQ3470,BTR,DFW,383,1209,95,24
MQ,MQ3473,DFW,CHA,695,1158,105,-7
MQ,MQ3475,DFW,AMA,313,2107,65,22
MQ,MQ3477,DFW,AMA,313,1140,85,20
MQ,MQ3478,AMA,DFW,313,1325,78,23
MQ,MQ3480,AMA,DFW,313,1625,67,17
MQ,MQ3484,CHS,DFW,987,749,179,3
MQ,MQ3489,DFW,FSM,228,854,65,14
MQ,MQ3491,DFW,SHV,190,1028,49,27
MQ,MQ3492,SHV,DFW,190,1133,55,3
MQ,MQ3495,DFW,SHV,190,2130,47,7
MQ,MQ3497,DFW,SHV,190,1704,49,3
MQ,MQ3498,SHV,DFW,190,1823,60,3
MQ,MQ3505,DFW,LIT,304,1316,64,-5
MQ,MQ3508,CHS,DFW,987,1710,188,13
MQ,MQ3509,DFW,JAN,408,1600,71,31
MQ,MQ3513,DFW,CID,685,1932,139,46
MQ,MQ3520,LBB,DFW,282,720,88,33
MQ,MQ3521,DFW,FSM,228,1200,67,22
MQ,MQ3522,GRK,DFW,134,1925,41,31
MQ,MQ3524,CLE,DFW,1021,1925,202,222
MQ,MQ3526,HOU,DFW,247,1515,65,5
MQ,MQ3535,DFW,LIT,304,2225,58,38
MQ,MQ3537,DFW,LIT,304,1636,58,54
MQ,MQ3538,LIT,DFW,304,1759,76,45
MQ,MQ3540,BTR,DFW,383,1701,89,10
MQ,MQ3541,DFW,BTR,383,1511,82,13
MQ,MQ3543,DFW,CVG,812,1225,128,3
MQ,MQ3547,DFW,SHV,190,1316,53,14
MQ,MQ3551,DFW,SJT,228,2051,58,4
MQ,MQ3553,DFW,LBB,282,753,68,21
MQ,MQ3563,DFW,PIT,1068,743,154,17
MQ,MQ3565,DFW,CRP,354,858,87,25
MQ,MQ3566,CRP,DFW,354,1040,74,9
MQ,MQ3569,DFW,CRP,354,2130,79,29
MQ,MQ3571,DFW,PIA,673,2151,126,157
MQ,MQ3576,CID,DFW,685,1540,114,-11
MQ,MQ3583,DFW,HSV,603,947,94,11
MQ,MQ3590,FNT,DFW,1003,946,226,192
MQ,MQ3597,DFW,CMH,927,1751,152,28
MQ,MQ3598,CMH,DFW,927,1119,175,84
MQ,MQ3601,DFW,MKE,853,1508,145,23
MQ,MQ3602,MKE,DFW,853,1804,164,18
MQ,MQ3603,DFW,CVG,812,1502,129,16
MQ,MQ3604,MDT,DFW,1232,736,273,64
MQ,MQ3605,DFW,PNS,604,1512,99,16
MQ,MQ3606,CLE,DFW,1021,1402,184,81
MQ,MQ3613,DFW,BTR,383,839,74,8
MQ,MQ3617,DFW,ORF,1213,953,145,18
MQ,MQ3618,ORF,DFW,1213,1346,228,34
MQ,MQ3625,DFW,AMA,313,957,69,21
MQ,MQ3627,DFW,CRP,354,1702,73,10
MQ,MQ3628,TUL,DFW,237,1042,71,28
MQ,MQ3633,DFW,JAN,408,929,80,9
MQ,MQ3635,DFW,CLE,1021,1457,173,210
MQ,MQ3636,LRD,DFW,394,1303,79,7
MQ,MQ3639,DFW,TUL,237,921,61,32
MQ,MQ3645,DFW,PIT,1068,1950,150,20
MQ,MQ3646,SGF,DFW,364,714,96,15
MQ,MQ3650,JAN,DFW,408,1330,100,25
MQ,MQ3652,LBB,DFW,282,924,54,8
MQ,MQ3653,DFW,FSM,228,2049,61,10
MQ,MQ3657,DFW,LRD,394,1118,82,10
MQ,MQ3664,TUL,DFW,237,826,70,11
MQ,MQ3667,DFW,MAF,309,1341,63,-1
MQ,MQ3669,DFW,SJT,228,1651,64,10
MQ,MQ3671,DFW,GRK,134,1817,46,43
MQ,MQ3673,DFW,DSM,624,2016,111,72
MQ,MQ3678,DSM,DFW,624,1608,114,-3
MQ,MQ3679,DFW,EVV,642,1257,114,11
MQ,MQ3680,FSM,DFW,228,1326,52,3
MQ,MQ3683,DFW,MSN,821,1943,135,28
MQ,MQ3687,DFW,BTR,383,1726,72,18
MQ,MQ3690,BTR,DFW,383,950,82,52
MQ,MQ3692,GRR,DFW,931,1615,180,50
MQ,MQ3693,DFW,GRR,931,1151,175,41
MQ,MQ3695,DFW,FSM,228,1540,59,4
MQ,MQ3697,DFW,SHV,190,808,57,10
MQ,MQ3703,DFW,XNA,281,755,58,3
MQ,MQ3704,MAF,DFW,309,1753,64,12
MQ,MQ3705,DFW,ROW,435,1311,91,7
MQ,MQ3706,DSM,DFW,624,1015,113,3
MQ,MQ3711,DFW,DSM,624,757,110,7
MQ,MQ3713,DFW,JAN,408,1142,78,10
MQ,MQ3715,DFW,CMH,927,1525,140,40
MQ,MQ3716,CMH,DFW,927,1913,169,32
MQ,MQ3717,DFW,ABI,158,1803,47,15
MQ,MQ3718,TYS,DFW,772,1148,154,12
MQ,MQ3721,DFW,SAV,925,1301,132,-2
MQ,MQ3722,DSM,DFW,624,1821,113,9
MQ,MQ3723,DFW,DSM,624,1559,114,18
MQ,MQ3725,DFW,CAE,922,2005,140,45
MQ,MQ3727,DFW,GSO,999,854,142,1
MQ,MQ3730,JAN,DFW,408,1736,93,14
MQ,MQ3731,DFW,ICT,328,837,81,43
MQ,MQ3736,GRK,DFW,134,1603,40,13
MQ,MQ3740,LBB,DFW,282,625,83,53
MQ,MQ3743,DFW,HOU,247,2118,62,0
MQ,MQ3747,DFW,GSP,862,1943,122,0
MQ,MQ3749,DFW,JAN,408,2003,71,4
MQ,MQ3751,DFW,MAF,309,1623,64,17
MQ,MQ3752,MLI,DFW,691,1259,140,19
MQ,MQ3757,DFW,XNA,281,2021,68,34
MQ,MQ3759,DFW,LIT,304,1658,69,12
MQ,MQ3760,HOU,DFW,247,1027,71,63
MQ,MQ3761,DFW,HOU,247,858,70,68
MQ,MQ3762,AMA,DFW,313,1125,59,-1
MQ,MQ3763,DFW,SGF,364,1719,87,36
MQ,MQ3769,DFW,SGF,364,1633,75,48
MQ,MQ3770,SGF,DFW,364,1930,108,148
MQ,MQ3772,AMA,DFW,313,1546,65,26
MQ,MQ3773,DFW,ABI,158,1811,61,87
MQ,MQ3774,LIT,DFW,304,1617,80,7
MQ,MQ3776,TUL,DFW,237,1706,57,3
MQ,MQ3777,DFW,LIT,304,1439,68,7
MQ,MQ3787,DFW,GRK,134,1433,56,14
MQ,MQ3788,SGF,DFW,364,911,96,37
MQ,MQ3793,DFW,FWA,859,1136,126,37
MQ,MQ3794,FWA,DFW,859,1522,146,33
MQ,MQ3797,DFW,HOU,247,1212,72,9
MQ,MQ3798,HOU,DFW,247,1352,66,8
MQ,MQ3803,DFW,MKE,853,817,126,-7
MQ,MQ3806,EVV,DFW,642,1519,124,3
MQ,MQ3811,DFW,AMA,313,1403,75,23
MQ,MQ3815,DFW,SAV,925,1855,141,61
MQ,MQ3816,TUL,DFW,237,1203,69,7
MQ,MQ3817,DFW,TUL,237,1037,65,12
MQ,MQ3820,MOB,DFW,540,1519,118,22
MQ,MQ3821,DFW,MOB,540,1315,93,8
MQ,MQ3824,MCI,DAL,461,1738,91,4
MQ,MQ3832,PNS,DFW,604,1711,127,13
MQ,MQ3834,ICT,DFW,328,1014,66,20
MQ,MQ3836,GRK,DFW,134,635,42,22
MQ,MQ3840,DSM,DFW,624,1206,106,-13
MQ,MQ3847,DFW,MDT,1232,1757,158,20
MQ,MQ3851,DFW,BTR,383,822,69,66
MQ,MQ3856,VPS,DFW,626,1114,142,26
MQ,MQ3857,DFW,JAN,408,1412,69,1
MQ,MQ3861,DFW,VPS,626,1455,100,0
MQ,MQ3863,DFW,VPS,626,2041,103,-1
MQ,MQ3869,DAL,MCI,461,1414,88,32
MQ,MQ3873,DFW,SHV,190,2007,54,11
MQ,MQ3875,DFW,CRP,354,1126,78,4
MQ,MQ3876,JAN,DFW,408,953,93,21
MQ,MQ3877,DFW,JAN,408,820,73,28
MQ,MQ3880,CVG,DFW,812,1847,162,24
MQ,MQ3881,DFW,AMA,313,1937,69,11
MQ,MQ3894,MTJ,DFW,722,1319,105,19
MQ,MQ3895,DFW,MTJ,722,1108,129,12
MQ,MQ3902,FNT,ORD,223,1352,158,175
MQ,MQ3904,ORD,CMI,135,2146,126,362
MQ,MQ3905,CMI,ORD,135,1411,109,151
MQ,MQ3906,ORD,SYR,607,2302,116,243
MQ,MQ3909,TYS,ORD,475,1544,152,116
MQ,MQ3910,MIA,RIC,826,1228,119,-3
MQ,MQ3912,ORD,MKE,67,1905,75,120
MQ,MQ3917,ORD,ROC,528,2223,115,173
MQ,MQ3918,MIA,CLT,650,2205,115,25
MQ,MQ3919,ORD,ICT,588,1215,135,50
MQ,MQ3920,ICT,ORD,588,1454,186,120
MQ,MQ3925,ORD,MLI,139,944,64,63
MQ,MQ3926,MLI,ORD,139,1118,124,132
MQ,MQ3928,ORD,CMI,135,2253,49,217
MQ,MQ3929,ORD,MLI,139,2330,48,173
MQ,MQ3933,ORD,CVG,264,1348,112,115
MQ,MQ3937,ORD,SGF,438,2237,105,157
MQ,MQ3938,ORD,LIT,552,2242,104,301
MQ,MQ3940,ORD,SGF,438,1319,111,135
MQ,MQ3941,SGF,ORD,438,1642,140,247
MQ,MQ3944,JFK,BWI,184,1812,89,161
MQ,MQ3945,ORD,BMI,116,934,82,71
MQ,MQ3946,BMI,ORD,116,1125,106,131
MQ,MQ3947,ORD,BMI,116,1839,67,161
MQ,MQ3950,ORD,LIT,552,1248,101,79
MQ,MQ3951,LIT,ORD,552,1503,155,128
MQ,MQ3952,ORD,IND,177,704,57,6
MQ,MQ3953,MSN,ORD,109,1357,92,169
MQ,MQ3955,ORD,MEM,491,2333,88,106
MQ,MQ3956,ORD,GRB,174,2054,70,154
MQ,MQ3961,ORD,BWI,622,734,150,119
MQ,MQ3964,BWI,JFK,184,1609,100,169
MQ,MQ3967,ORD,EVV,273,1324,72,61
MQ,MQ3968,ORD,BHM,584,1004,120,154
MQ,MQ3969,MSN,ORD,109,1612,156,103
MQ,MQ3971,MIA,CVG,948,2150,147,37
MQ,MQ3972,MKE,ORD,67,1231,81,172
MQ,MQ3973,ORD,MKE,67,1041,83,134
MQ,MQ3977,ORD,GRR,137,857,48,85
MQ,MQ3978,GRR,ORD,137,1126,71,112
MQ,MQ3981,ORD,ICT,588,1631,125,146
MQ,MQ3982,ICT,ORD,588,1857,203,231
MQ,MQ3983,EVV,ORD,273,925,99,64
MQ,MQ3984,BHM,ORD,584,1232,163,200
MQ,MQ3985,ORD,RST,268,1142,57,74
MQ,MQ3987,ORD,RST,268,2111,86,62
MQ,MQ3988,RST,ORD,268,1301,119,125
MQ,MQ3989,MQT,ORD,303,954,127,96
MQ,MQ3990,ORD,MQT,303,2024,128,172
MQ,MQ3991,BWI,ORD,622,1131,156,137
MQ,MQ3993,ORD,RST,268,1419,84,98
MQ,MQ3995,ORD,TUL,585,735,109,14
MQ,MQ3996,ORD,CHA,501,2031,103,54
MQ,MQ3997,XNA,ORD,522,1946,177,218
MQ,MQ3999,XNA,ORD,522,1544,167,92
MQ,MQ4002,ORD,XNA,522,1705,111,126
MQ,MQ4005,ORD,CID,196,2142,116,88
MQ,MQ4006,ORD,GRR,137,1349,94,143
MQ,MQ4007,ORD,CMH,296,2202,75,282
MQ,MQ4010,ORD,EVV,273,800,68,53
MQ,MQ4011,ORD,FWA,157,1246,95,136
MQ,MQ4013,BWI,ORD,622,2111,165,121
MQ,MQ4014,ORD,TYS,475,1209,131,75
MQ,MQ4015,ORD,ROC,528,1604,102,171
MQ,MQ4016,ORD,MSN,109,1421,61,127
MQ,MQ4018,ORD,ROC,528,1005,115,50
MQ,MQ4019,ORD,BUF,473,906,117,93
MQ,MQ4020,ROC,ORD,528,1326,144,75
MQ,MQ4021,SGF,ORD,438,1909,186,120
MQ,MQ4022,ORD,ALB,723,818,172,100
MQ,MQ4024,ORD,OMA,416,847,74,51
MQ,MQ4026,BNA,ORD,409,919,116,46
MQ,MQ4027,ORD,FNT,223,1042,94,76
MQ,MQ4028,ORD,CMI,135,1247,60,97
MQ,MQ4029,ORD,CVG,264,909,127,131
MQ,MQ4031,IND,ORD,177,1359,105,224
MQ,MQ4032,ORD,RST,268,1748,117,270
MQ,MQ4033,ORD,GRR,137,1057,49,101
MQ,MQ4036,ORD,CMI,135,2342,67,114
MQ,MQ4038,XNA,ORD,522,708,175,153
MQ,MQ4041,ORD,DBQ,147,1357,96,173
MQ,MQ4043,ORD,GPT,800,859,167,36
MQ,MQ4044,ORD,BNA,409,1509,97,61
MQ,MQ4048,GPT,ORD,800,1255,228,164
MQ,MQ4052,MIA,CLT,650,1424,103,22
MQ,MQ4053,ORD,DBQ,147,2248,50,88
MQ,MQ4054,CLT,MIA,650,1632,154,41
MQ,MQ4056,ORD,SYR,607,812,125,52
MQ,MQ4057,ORD,BUF,473,1758,139,337
MQ,MQ4059,ORD,PIA,130,939,95,94
MQ,MQ4061,ORD,GRB,174,1156,88,64
MQ,MQ4063,GRB,ORD,174,1349,161,170
MQ,MQ4065,PVD,ORD,849,652,237,69
MQ,MQ4066,BUF,ORD,473,2148,151,380
MQ,MQ4067,ORD,DAY,240,1617,94,191
MQ,MQ4073,ORD,PIT,412,747,135,97
MQ,MQ4075,ORD,PIA,130,1848,50,128
MQ,MQ4076,CVG,ORD,264,1242,88,140
MQ,MQ4078,ORD,BNA,409,902,119,46
MQ,MQ4081,ORD,CVG,264,656,140,86
MQ,MQ4082,ORD,ICT,588,2237,112,204
MQ,MQ4083,DAY,ORD,240,1318,139,187
MQ,MQ4085,ORD,MKE,67,1449,57,156
MQ,MQ4086,MKE,ORD,67,1649,82,221
MQ,MQ4090,ORD,OKC,693,33,106,169
MQ,MQ4094,ORD,SYR,607,1004,133,42
MQ,MQ4095,MKE,ORD,67,2031,115,166
MQ,MQ4096,ORD,MKE,67,1919,35,19
MQ,MQ4099,ORD,GSP,577,2338,112,255
MQ,MQ4104,MQT,MKE,236,1156,60,271
MQ,MQ4105,ORD,FWA,157,913,83,76
MQ,MQ4107,ORD,CMH,296,920,97,72
MQ,MQ4108,ORD,PVD,849,806,213,104
MQ,MQ4109,ORD,CLE,316,2137,86,78
MQ,MQ4114,PIT,ORD,412,739,151,150
MQ,MQ4116,ORD,MEM,491,1434,117,61
MQ,MQ4119,PVD,ORD,849,1306,209,145
MQ,MQ4120,TVC,ORD,224,806,129,135
MQ,MQ4122,BUF,ORD,473,742,198,125
MQ,MQ4123,ORD,CMI,135,2328,54,162
MQ,MQ4125,ORD,BNA,409,1249,84,78
MQ,MQ4131,ORD,CLE,316,1239,109,68
MQ,MQ4133,ORD,XNA,522,1336,100,31
MQ,MQ4135,ORD,IND,177,2119,129,283
MQ,MQ4137,ORD,BDL,783,1416,152,123
MQ,MQ4139,ORD,RIC,642,1603,129,122
MQ,MQ4144,OMA,ORD,416,1654,138,277
MQ,MQ4147,IND,MIA,1021,1800,162,187
MQ,MQ4149,ORD,TYS,475,808,107,75
MQ,MQ4150,TYS,ORD,475,1113,159,113
MQ,MQ4151,BUF,ORD,473,1244,136,135
MQ,MQ4153,ORD,PVD,849,1751,163,194
MQ,MQ4154,CMH,ORD,296,736,125,66
MQ,MQ4157,PIA,ORD,130,2006,130,197
MQ,MQ4164,PIT,ORD,412,1115,166,152
MQ,MQ4165,ORD,GSP,577,857,128,75
MQ,MQ4166,ORD,BNA,409,715,107,32
MQ,MQ4167,ORD,CMH,296,2249,98,242
MQ,MQ4169,ORD,RIC,642,2317,109,151
MQ,MQ4170,GSP,ORD,577,1228,151,94
MQ,MQ4174,DSM,ORD,299,926,89,95
MQ,MQ4175,ORD,DSM,299,2152,61,23
MQ,MQ4181,ORD,GRB,174,1620,69,84
MQ,MQ4185,CID,ORD,196,845,97,47
MQ,MQ4187,ORD,RIC,642,1418,150,233
MQ,MQ4188,RIC,ORD,642,1504,167,36
MQ,MQ4189,ORD,OKC,693,1159,153,42
MQ,MQ4190,CMH,ORD,296,1211,96,77
MQ,MQ4193,ORD,DAY,240,1917,85,37
MQ,MQ4194,GRR,ORD,137,1656,128,89
MQ,MQ4195,ORD,DAY,240,1048,67,135
MQ,MQ4196,DAY,ORD,240,1909,177,276
MQ,MQ4197,CLT,ORD,599,1404,173,67
MQ,MQ4198,GRB,ORD,174,1758,103,132
MQ,MQ4200,ORD,EVV,273,1013,82,40
MQ,MQ4201,ORD,LSE,215,1014,97,91
MQ,MQ4202,LSE,ORD,215,1213,124,152
MQ,MQ4203,MLI,ORD,139,1822,132,274
MQ,MQ4204,ORD,OMA,416,1433,116,234
MQ,MQ4206,MIA,CLT,650,1023,114,162
MQ,MQ4207,CLT,MIA,650,1238,128,151
MQ,MQ4211,ORD,IND,177,1051,92,178
MQ,MQ4212,ORD,CID,196,1233,63,56
MQ,MQ4213,CMH,ORD,296,1028,117,160
MQ,MQ4217,ORD,CMH,296,2140,121,251
MQ,MQ4218,CMI,ORD,135,823,114,897
MQ,MQ4219,ORD,GRB,174,825,49,9
MQ,MQ4220,GRB,ORD,174,941,85,37
MQ,MQ4221,ORD,CLE,316,714,120,74
MQ,MQ4224,SYR,ORD,607,1349,155,69
MQ,MQ4225,ORD,TVC,224,2000,62,77
MQ,MQ4227,DSM,ORD,299,1001,89,50
MQ,MQ4229,ALB,ORD,723,1253,197,161
MQ,MQ4232,ORD,IND,177,1422,135,242
MQ,MQ4233,ROC,ORD,528,1916,188,239
MQ,MQ4234,ORD,MSN,109,1210,76,126
MQ,MQ4236,CLE,ORD,316,1604,181,160
MQ,MQ4237,ORD,LSE,215,1739,61,25
MQ,MQ4238,LSE,ORD,215,1855,149,99
MQ,MQ4239,CID,ORD,196,1401,159,150
MQ,MQ4241,ORD,ROC,528,1747,108,115
MQ,MQ4245,MIA,CLT,650,1120,143,33
MQ,MQ4247,CLT,MIA,650,1536,128,64
MQ,MQ4248,ROC,ORD,528,2057,179,161
MQ,MQ4257,CLE,ORD,316,1039,146,120
MQ,MQ4260,MEM,ORD,491,941,128,69
MQ,MQ4261,ORD,PIT,412,1430,112,167
MQ,MQ4267,ORD,EVV,273,2142,74,66
MQ,MQ4268,PIA,ORD,130,1658,176,324
MQ,MQ4269,ORD,CVG,264,1029,98,107
MQ,MQ4270,ORD,BTR,810,1443,140,193
MQ,MQ4271,ORD,FWA,157,2040,70,25
MQ,MQ4272,FWA,ORD,157,1817,249,851
MQ,MQ4273,RIC,MIA,826,1818,174,257
MQ,MQ4274,BDL,ORD,783,1818,198,146
MQ,MQ4278,CMI,ORD,135,1051,87,248
MQ,MQ4279,ORD,GRR,137,1858,56,99
MQ,MQ4282,ORD,BDL,783,1001,167,53
MQ,MQ4284,ORD,CMI,135,2146,47,208
MQ,MQ4285,ORD,CLT,599,943,140,78
MQ,MQ4286,ORD,OKC,693,1101,147,98
MQ,MQ4289,CVG,ORD,264,1033,122,120
MQ,MQ4290,BNA,ORD,409,1128,92,40
MQ,MQ4291,ORD,CMH,296,1627,82,209
MQ,MQ4292,CMH,ORD,296,1913,159,277
MQ,MQ4294,FWA,ORD,157,1608,119,218
MQ,MQ4298,ORD,PIA,130,1522,60,192
MQ,MQ4299,ORD,MSN,109,2304,48,87
MQ,MQ4301,ORD,HSV,510,800,127,82
MQ,MQ4305,OKC,ORD,693,1355,182,157
MQ,MQ4306,CVG,ORD,264,1706,134,170
MQ,MQ4307,ORD,LSE,215,2320,57,192
MQ,MQ4310,CLT,ORD,599,1327,159,96
MQ,MQ4311,ORD,FWA,157,1441,88,94
MQ,MQ4313,FWA,ORD,157,1746,201,247
MQ,MQ4317,ORD,PNS,794,955,159,54
MQ,MQ4318,ORD,BWI,622,2019,110,64
MQ,MQ4321,ORD,CMH,296,1701,131,157
MQ,MQ4322,CMH,ORD,296,2042,172,234
MQ,MQ4323,CVG,ORD,264,1328,170,199
MQ,MQ4324,EVV,ORD,273,1149,103,52
MQ,MQ4326,ORD,BWI,622,1222,144,151
MQ,MQ4327,ORD,DSM,299,1429,118,252
MQ,MQ4328,GSO,MIA,710,1150,121,201
MQ,MQ4329,ORD,SDF,286,2348,75,243
MQ,MQ4330,BWI,ORD,622,848,207,135
MQ,MQ4332,ORD,DBQ,147,824,125,84
MQ,MQ4335,PNS,ORD,794,1302,207,119
MQ,MQ4336,SYR,ORD,607,1140,142,62
MQ,MQ4338,DBQ,ORD,147,1046,76,102
MQ,MQ4339,ORD,TOL,214,1702,84,121
MQ,MQ4340,TOL,ORD,214,1949,149,193
MQ,MQ4345,ORD,PIT,412,2304,101,190
MQ,MQ4347,ORD,MKE,67,2209,40,54
MQ,MQ4351,ORD,FNT,223,1335,78,83
MQ,MQ4352,FNT,ORD,223,1618,222,235
MQ,MQ4353,ORD,CID,196,2029,72,151
MQ,MQ4355,ORD,TOL,214,2140,110,105
MQ,MQ4356,GRR,ORD,137,1316,91,137
MQ,MQ4360,CLT,MIA,650,628,121,4
MQ,MQ4365,OMA,ORD,416,659,187,101
MQ,MQ4367,ORD,GRB,174,1716,75,41
MQ,MQ4368,GRB,ORD,174,1906,117,103
MQ,MQ4369,SDF,MIA,911,1426,158,84
MQ,MQ4373,CMI,ORD,135,1413,158,401
MQ,MQ4377,PIA,ORD,130,1141,94,140
MQ,MQ4379,ORD,PIA,130,2218,46,64
MQ,MQ4380,BTR,ORD,810,1732,262,309
MQ,MQ4383,ORD,MLI,139,1553,74,152
MQ,MQ4386,ORD,CLT,599,4,97,162
MQ,MQ4387,ORD,SDF,286,1055,121,76
MQ,MQ4388,ORD,IND,177,1123,91,94
MQ,MQ4393,ORD,SGF,438,2116,80,146
MQ,MQ4394,ORD,CID,196,733,49,12
MQ,MQ4396,CLT,MIA,650,1903,127,15
MQ,MQ4397,ORD,RST,268,656,86,32
MQ,MQ4401,CMI,ORD,135,926,82,98
MQ,MQ4402,MQT,GRB,134,703,51,34
MQ,MQ4404,FWA,ORD,157,1202,52,69
MQ,MQ4406,ORD,DSM,299,656,113,69
MQ,MQ4408,RST,ORD,268,836,104,60
MQ,MQ4410,LEX,ORD,323,1527,138,125
MQ,MQ4411,ORD,LEX,323,2341,79,215
MQ,MQ4412,ORD,HPN,738,1109,140,124
MQ,MQ4414,ORD,HPN,738,1316,121,107
MQ,MQ4416,ORD,HPN,738,1954,121,65
MQ,MQ4417,HPN,ORD,738,1505,205,190
MQ,MQ4419,HPN,ORD,738,1652,188,150
MQ,MQ4422,ORD,BUF,473,2044,93,57
MQ,MQ4424,ORD,HPN,738,1643,156,225
MQ,MQ4426,ORD,MEM,491,1057,169,126
MQ,MQ4430,ORD,HPN,738,1842,131,83
MQ,MQ4434,ORD,BWI,622,1723,146,104
MQ,MQ4444,ORD,ATL,606,1902,126,183
MQ,MQ4445,ATL,ORD,606,2228,118,156
MQ,MQ4446,ORD,LIT,552,608,155,53
MQ,MQ4447,LIT,ORD,552,902,129,71
MQ,MQ4448,ORD,LEX,323,1226,100,81
MQ,MQ4456,RST,ORD,268,2002,152,339
MQ,MQ4460,MEM,ORD,491,1409,228,247
MQ,MQ4461,IND,ORD,177,1426,105,136
MQ,MQ4462,ORD,CLT,599,1135,136,51
MQ,MQ4466,DSM,ORD,299,1711,120,311
MQ,MQ4471,ORD,PNS,794,1622,151,78
MQ,MQ4472,PNS,ORD,794,1918,212,141
MQ,MQ4473,JAX,ORD,865,1132,171,163
MQ,MQ4475,BWI,ORD,622,2004,217,226
MQ,MQ4476,ORD,VPS,800,1342,132,119
MQ,MQ4477,VPS,ORD,800,1621,190,152
MQ,MQ4479,OMA,ORD,416,1021,84,40
MQ,MQ4481,ORD,BDL,783,2055,138,328
MQ,MQ4484,BNA,ORD,409,1442,133,115
MQ,MQ4487,ORD,BNA,409,2115,81,56
MQ,MQ4489,ORD,DSM,299,838,60,38
MQ,MQ4491,IND,ORD,177,1757,156,323
MQ,MQ4493,ORD,OMA,416,2208,80,143
MQ,MQ4494,BNA,ORD,409,1723,168,136
MQ,MQ4501,ORD,DSM,299,1829,91,65
MQ,MQ4502,ORD,AZO,122,1935,60,35
MQ,MQ4503,ORD,JAX,865,1809,173,202
